대여소번호,대여소명,전체이용건수,최초관측일,최종관측일,출근시간비중,퇴근시간비중,주말비중,심야비중,자치구,상세주소,위도,경도,설치일,거치대수,운영방식,관측일수,일평균이용건수,거치대당일평균이용건수,일평균이용건수점수,출근시간비중점수,퇴근시간비중점수,주말비중점수,거치대당일평균이용건수점수,동일가중치점수,집중운영점수,우선관리등급,군집
626,626. 군자교 서측 녹지대,23664,2025-06-01,2026-06-30,0.19231744421906694,0.3061612576064909,0.25202839756592293,0.16535665990534146,동대문구,서울특별시 동대문구 장한로6길 95 군자교녹지대 동측 앞,37.56115341,127.07096863,2016-07-06 12:00:00,17.0,QR,395,59.90886075949367,3.5240506329113925,5,4,4,3,4,20,4.1,집중,3
230,230. 영등포구청역 7번출구,90789,2025-06-01,2026-06-30,0.22782495676789039,0.3097181376598487,0.20864862483340493,0.1706374120212801,영등포구,서울특별시 영등포구 당산로 111-2,37.52463531,126.89621735,2016-07-06 12:00:00,13.0,QR,395,229.84556962025317,17.68042843232717,5,4,4,1,5,19,4.1,집중,1
631,631. 답십리역 1번출구,39342,2025-06-01,2026-06-30,0.20786945249351838,0.32039550607493267,0.19887143510751867,0.16351481876874588,동대문구,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.5681839,127.05127716,2016-07-06 12:00:00,15.0,QR,395,99.6,6.64,5,4,4,1,5,19,4.1,집중,1
2723,2723.마곡 필네이처,39086,2025-06-01,2026-06-30,0.20086475976052806,0.3199611113953845,0.19116819321496187,0.1904774087908714,강서구,강서구 마곡동 727-1190,37.56089401,126.83669281,2020-03-16 00:00:00,13.0,QR,395,98.95189873417722,7.611684518013632,5,4,4,1,5,19,4.1,집중,1
238,238. 제2구민체육센타 앞,29452,2025-06-01,2026-06-30,0.23584136900719815,0.310063832676898,0.14073747113948118,0.10179274752139074,영등포구,서울특별시 영등포구 당산동4가 96-2,37.52638626,126.90275574,2016-06-29 12:00:00,10.0,LCD,395,74.5620253164557,7.4562025316455705,5,4,4,1,5,19,4.1,집중,1
245,245. 삼성생명 당산사옥 앞,40168,2025-06-01,2026-06-30,0.19191894045010954,0.3116660027882892,0.20332105158334993,0.168442541326429,영등포구,서울특별시 영등포구 당산동4가 35-24 ,37.52826309,126.89662933,2016-06-29 12:00:00,14.0,LCD,395,101.69113924050633,7.26365280289331,5,4,4,1,5,19,4.1,집중,1
788,788.양천구청역 2번출구 옆,38130,2025-06-01,2026-06-30,0.16016260162601625,0.3884343036978757,0.1949383687385261,0.12730133752950432,양천구,양천구 목동로3길 57,37.51228714,126.86528015,2020-03-06 00:00:00,15.0,QR,395,96.53164556962025,6.435443037974683,5,3,5,1,5,19,4.1,집중,1
1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),39073,2025-06-01,2026-06-30,0.17776981547360068,0.3595577508765644,0.20318378419880737,0.13372405497402298,강서구,서울특별시 강서구 양천로 지하 560,37.55746078,126.86145782,2017-04-24 09:41:57,10.0,LCD,395,98.91898734177215,9.891898734177214,5,3,5,1,5,19,4.1,집중,1
1245,1245. 문정 법조단지9,17754,2025-06-01,2026-06-30,0.17162329615861213,0.3623972062633773,0.29215951334910445,0.16435732792610117,송파구,서울특별시 송파구 법원로 101,37.47946548,127.12532806,2017-06-27 13:57:34,10.0,LCD,395,44.946835443037976,4.494683544303798,4,3,5,5,4,21,4.1,집중,3
2647,2647.잠실 자전거 수리센터 앞,20299,2025-06-01,2026-06-30,0.16877678703384402,0.3791319769446771,0.24173604611064584,0.1462140992167102,송파구,송파구 잠실동 41,37.51156998,127.10107422,2020-01-16 00:00:00,7.0,QR,395,51.38987341772152,7.3414104882459315,4,3,5,3,5,20,4.1,집중,1
2615,2615. 테라타워2,31739,2025-06-01,2026-06-30,0.23349821985569805,0.3292479284161442,0.14219099530546017,0.13992249283216232,송파구,송파대로 201,37.48834991,127.12078094,2018-11-14 00:00:00,15.0,LCD,395,80.35189873417721,5.356793248945148,5,4,4,1,5,19,4.1,집중,1
303,303. 광화문역 1번출구 앞,31377,2025-06-01,2026-06-30,0.19415495426586354,0.30487299614367214,0.16795742104088981,0.11212034292634733,종로구,서울특별시 종로구 세종대로 지하189 세종로공원,37.57176971,126.97466278,2015-10-07 00:00:00,8.0,QR,395,79.43544303797468,9.929430379746835,5,4,4,1,5,19,4.1,집중,1
219,219. 롯데캐슬엠파이어 옆,28617,2025-06-01,2026-06-30,0.17922912953838627,0.3444456092532411,0.16462242722857043,0.0866617744697208,영등포구,서울특별시 영등포구 의사당대로 127,37.52069473,126.92583466,2015-09-17 00:00:00,12.0,QR,395,72.44810126582279,6.0373417721518985,5,3,5,1,5,19,4.1,집중,2
2704,2704.홈플러스(강서점),36599,2025-06-01,2026-06-30,0.1977922894068144,0.31790486078854613,0.20093445176097707,0.15494958878657886,강서구,강서구 화곡로 398 ,37.55852127,126.85401154,2020-03-16 00:00:00,10.0,QR,395,92.65569620253164,9.265569620253164,5,4,4,1,5,19,4.1,집중,1
148,148. 용강동 주민센터 앞,14658,2025-06-01,2026-06-30,0.2576749897666803,0.26749897666803113,0.293832719334152,0.11795606494746896,마포구,서울특별시 마포구 용강동 234-1,37.54234695,126.94302368,2016-06-29 12:00:00,11.0,QR,395,37.10886075949367,3.3735327963176065,4,5,3,5,4,21,4.1,집중,0
5884,5884. GS강서타워,27758,2025-06-01,2026-06-30,0.17180632610418617,0.3798904820232005,0.18290222638518625,0.12169464658837092,영등포구,선유로75,37.52098083,126.88929749,2024-09-09 00:00:00,8.0,QR,395,70.27341772151898,8.784177215189873,5,3,5,1,5,19,4.1,집중,1
5867,5867. H타워 앞,40583,2025-06-01,2026-06-30,0.37710371337752263,0.27486878742330534,0.19170588670132815,0.08064953305571299,영등포구,영등포구 버드나루로15,37.52024078,126.9124527,2023-05-23 00:00:00,10.0,QR,395,102.74177215189873,10.274177215189873,5,5,3,1,5,19,4.1,집중,1
3966,3966. 독산역1번출구 B,24382,2025-06-01,2026-06-30,0.3589533262242638,0.2948076449840046,0.1303010417521122,0.11549503732261504,금천구,"독산동1081-4(독산역마을버스
정류장 뒤 자전거 거치대 옆)",37.46709442,126.88920593,2021-02-17 00:00:00,8.0,QR,395,61.72658227848101,7.715822784810126,5,5,3,1,5,19,4.1,집중,0
4383,4383. 푸조비즈타워 앞,23866,2025-06-01,2026-06-30,0.15943182770468448,0.4442302857621721,0.1086901868767284,0.0753372999245789,성동구,서울특별시 성동구 성동구 광나루로 310,37.54808044,127.06461334,2022-02-10 00:00:00,4.0,QR,395,60.42025316455696,15.10506329113924,5,3,5,1,5,19,4.1,집중,1
4382,4382. 페코텍글로벌허브빌딩 앞,32387,2025-06-01,2026-06-30,0.2767159662827678,0.2786303146324142,0.13628925186031432,0.08555902059468305,성동구,서울특별시 성동구 동일로 169,37.54753494,127.06682587,2022-02-10 00:00:00,7.0,QR,395,81.99240506329114,11.713200723327306,5,5,3,1,5,19,4.1,집중,1
726,726. 목동3단지 시내버스정류장,52964,2025-06-01,2026-06-30,0.2603844120534703,0.23493316214787402,0.25011328449512876,0.12548145910429725,양천구,서울특별시 양천구 목동중앙로 49 ,37.5343895,126.86959839,2017-11-01 16:00:00,18.0,LCD,395,134.08607594936709,7.449226441631505,5,5,2,3,5,20,4.05,집중,1
5882,5882. 휴젠느,41285,2025-06-01,2026-06-30,0.2988494610633402,0.2557587501513867,0.24711154172217512,0.11691897783698679,영등포구,국회대로56길13,37.52421188,126.90995026,2024-08-26 00:00:00,7.0,QR,395,104.51898734177215,14.93128390596745,5,5,2,3,5,20,4.05,집중,1
5881,5881. 세계청소년NGO교육문화원,24304,2025-06-01,2026-06-30,0.21502633311389072,0.26678736010533244,0.24971198156682028,0.16458196181698487,영등포구,영신로183,37.52456665,126.90200043,2024-08-26 00:00:00,7.0,QR,395,61.529113924050634,8.78987341772152,5,4,3,3,5,20,4.05,집중,1
3668,3668. 성내삼성아파트,47247,2025-06-01,2026-06-30,0.25303193853578004,0.2483967236014985,0.24208944483247613,0.1466548140622685,강동구,풍성로 136,37.53137589,127.1270752,2021-04-13 00:00:00,10.0,QR,395,119.6126582278481,11.96126582278481,5,5,2,3,5,20,4.05,집중,1
4541,4541. 갈산문화예술센터,26756,2025-06-01,2026-06-30,0.2827403199282404,0.2359470772910749,0.2453655254896098,0.1450515772163253,양천구,신정동 330-12,37.51097488,126.86984253,2022-06-22 00:00:00,9.0,QR,395,67.73670886075949,7.526300984528833,5,5,2,3,5,20,4.05,집중,1
1210,1210. 롯데월드타워(잠실역2번출구 쪽),122673,2025-06-01,2026-06-30,0.1395987707156424,0.43774098619908214,0.2552884497811254,0.10946989150016712,송파구,서울특별시 송파구 올림픽로 293-19,37.51312637,127.10095978,2017-06-27 13:33:29,30.0,LCD,395,310.56455696202534,10.352151898734178,5,2,5,3,5,20,4.05,집중,1
734,734. 신트리공원 입구,36220,2025-06-01,2026-06-30,0.28556046383213696,0.23440088348978466,0.2519878520154611,0.13997791275538377,양천구,서울특별시 양천구 신정동 310-8 ,37.51395035,126.85605621,2017-11-01 16:00:00,10.0,LCD,395,91.69620253164557,9.169620253164556,5,5,2,3,5,20,4.05,집중,1
3700,3700. 강변그대가리버뷰 입구 맞은편,20702,2025-06-01,2026-06-30,0.2557240846295044,0.2409429040672399,0.35035262293498215,0.16196502753357164,강동구,강동구 천호동 250-7,37.54816437,127.12257385,2022-07-08 00:00:00,8.0,QR,395,52.41012658227848,6.55126582278481,4,5,2,5,5,21,4.05,집중,0
1191,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",43710,2025-06-01,2026-06-30,0.11537405628002745,0.350972317547472,0.2528025623427133,0.22539464653397392,강서구,강서구 마곡동 727-925,37.5602417,126.8271637,2018-11-20 00:00:00,13.0,LCD,395,110.65822784810126,8.512171372930867,5,2,5,3,5,20,4.05,집중,1
4181,4181. 보라매공원역 2번출구,15266,2025-06-01,2026-06-30,0.15911175160487356,0.3183545132975239,0.2887462334599764,0.1851172540285602,동작구,동작구 신대방동  385-18,37.49582291,126.91781616,2022-08-04 00:00:00,6.0,QR,395,38.64810126582279,6.441350210970465,4,3,4,5,5,21,4.05,집중,3
153,153. 성산2교 사거리,25043,2025-06-01,2026-06-30,0.19143073912869865,0.2774028670686419,0.2518468234636425,0.18013017609711296,마포구,서울특별시 마포구 성산동 54-17,37.56469727,126.91261292,2016-06-29 12:00:00,10.0,LCD,395,63.4,6.34,5,4,3,3,5,20,4.05,집중,1
194,194. 증산교 앞,21318,2025-06-01,2026-06-30,0.12763861525471432,0.3562716952809832,0.2829064640210151,0.21948588047659254,서대문구,서울특별시 서대문구 불광천길 36,37.57731628,126.90296936,2016-07-06 12:00:00,10.0,QR,395,53.96962025316456,5.396962025316456,4,2,5,5,5,21,4.05,집중,3
797,797.목동아파트 1422동 1434동 사잇길,52209,2025-06-01,2026-06-30,0.2576567258518646,0.24526422647436266,0.258863414353847,0.12283322798751173,양천구,양천구 신정동 332-2,37.51515579,126.87248993,2020-04-20 00:00:00,10.0,QR,395,132.1746835443038,13.21746835443038,5,5,2,3,5,20,4.05,집중,1
1119,1119. 염창동 한마음아파트 앞,14981,2025-06-01,2026-06-30,0.199252386356051,0.26687137040250986,0.2830919164274748,0.19938588879247046,강서구,서울특별시 강서구 양천로 637,37.55425262,126.86756134,2017-04-24 09:43:00,6.0,LCD,395,37.926582278481014,6.321097046413502,4,4,3,5,5,21,4.05,집중,3
5887,5887.나루마을 마당공원,33887,2025-06-04,2026-06-30,0.32938885118186917,0.24133148404993066,0.24236432850355594,0.09608404402868356,영등포구,버드나루로104,37.52767944,126.9084549,2025-06-04 00:00:00,12.0,QR,392,86.44642857142857,7.2038690476190474,5,5,2,3,5,20,4.05,집중,1
4122,4122. 청계9가교차로 앞,27804,2025-06-01,2026-06-30,0.26132930513595165,0.2584160552438498,0.25640195655301395,0.16648683642641346,동대문구,서울특별시 동대문구 청계천로 471,37.57014847,127.02992249,2020-09-21 00:00:00,10.0,QR,395,70.38987341772152,7.038987341772152,5,5,2,3,5,20,4.05,집중,1
1124,1124. 발산역 6번 출구 뒤,72977,2025-06-01,2026-06-30,0.12767036189484357,0.3595790454526769,0.25666990969757597,0.1763569343765844,강서구,서울특별시 강서구 공항대로 280,37.55817795,126.8384552,2017-04-24 09:47:07,6.0,QR,395,184.75189873417722,30.79198312236287,5,2,5,3,5,20,4.05,집중,1
565,565. 옥수역 3번출구,37283,2025-06-01,2026-06-30,0.11734570715875868,0.37134887214011747,0.30882707936593085,0.2093983853230695,성동구,서울특별시 성동구 옥수동 192-2,37.54136658,127.01776123,2016-07-06 12:00:00,19.0,QR,395,94.3873417721519,4.9677548301132575,5,2,5,5,4,21,4.05,집중,1
5087,5087. 연세강서빌딩,28395,2025-06-01,2026-06-30,0.2970241239654869,0.2315548512061983,0.2469801021306568,0.1145976404296531,강서구,방화동835-7,37.57625198,126.81734467,2022-08-31 00:00:00,8.0,QR,395,71.88607594936708,8.985759493670885,5,5,2,3,5,20,4.05,집중,1
3939,3939.신도림역 3번출구,67072,2025-06-01,2026-06-30,0.12498509064885496,0.41962368797709926,0.2457806536259542,0.1426973998091603,구로구,구로구 새말로 117-23,37.50760651,126.89134979,2024-07-24 00:00:00,15.0,QR,395,169.80253164556962,11.320168776371307,5,2,5,3,5,20,4.05,집중,1
1011,1011. LIGA 아파트 앞,44309,2025-06-01,2026-06-30,0.20140377801349613,0.2665598411158004,0.24272721117605903,0.20336726173012254,강동구,서울특별시 강동구 천호대로 1120,37.53474426,127.13528442,2017-04-19 14:48:48,20.0,LCD,395,112.1746835443038,5.60873417721519,5,4,3,3,5,20,4.05,집중,1
548,548. 자양나들목,29111,2025-06-01,2026-06-30,0.27367661708632474,0.24430627597815258,0.28820720689773627,0.18480986568651026,광진구,서울특별시 광진구 자양동 738 자양나들목,37.5297699,127.07485962,2016-06-29 12:00:00,20.0,LCD,395,73.69873417721519,3.6849367088607594,5,5,2,5,4,21,4.05,집중,0
4543,4543. 오목교역 6번 출구,53602,2025-06-01,2026-06-30,0.13700981306667662,0.3676168799671654,0.2516510577963509,0.23245401290996603,양천구,양천구 신목로 102,37.5236702,126.87567139,2022-10-20 00:00:00,9.0,QR,395,135.70126582278482,15.077918424753868,5,2,5,3,5,20,4.05,집중,1
3794,3794. 안양천합수부(현대3차아파트),24446,2025-06-01,2026-06-30,0.23484414628160027,0.26818293381330277,0.32017507976765114,0.2028961793340424,강서구,강서구 염창동 222,37.55195236,126.87670898,2020-12-21 00:00:00,20.0,QR,395,61.88860759493671,3.0944303797468353,5,4,3,5,4,21,4.05,집중,3
3757,3757. 신방화역 6번출구,24652,2025-06-01,2026-06-30,0.1463167288658121,0.3728703553464222,0.2508518578614311,0.12923900697712154,강서구,방화대로294,37.56692886,126.81684113,2021-06-25 00:00:00,10.0,QR,395,62.41012658227848,6.241012658227848,5,2,5,3,5,20,4.05,집중,1
1319,1319. 종암박스파크,19868,2025-06-01,2026-06-30,0.23404469498691363,0.2659553050130864,0.2851822025367425,0.1734950674451379,성북구,서울특별시 성북구 종암로 147 성북구 하월곡동 104-134,37.6030426,127.03327179,2017-04-26 14:54:32,10.0,QR,395,50.29873417721519,5.029873417721519,4,4,3,5,5,21,4.05,집중,0
573,573. 구의문주차장 앞,27707,2025-06-01,2026-06-30,0.23990327354098243,0.26895730320857547,0.24636373479626086,0.17565958061139783,광진구,서울특별시 광진구 능동로 216 구의문주차장 앞,37.54523087,127.08473206,2016-07-06 00:00:00,10.0,QR,395,70.14430379746835,7.014430379746836,5,4,3,3,5,20,4.05,집중,1
1084,1084. 윤선생빌딩(JYP사옥),46577,2025-06-01,2026-06-30,0.13276939261867446,0.3700753590828091,0.24374691371277668,0.15325160486935613,강동구,강남대로207(윤선생빌딩),37.5239296,127.1291275,2020-01-08 00:00:00,20.0,QR,395,117.91645569620253,5.895822784810127,5,2,5,3,5,20,4.05,집중,1
1106,1106. 신방화사거리,39587,2025-06-01,2026-06-30,0.21883446586000455,0.2693561017505747,0.250511531563392,0.14214262257811908,강서구,서울특별시 강서구 방화대로 342,37.57256317,126.81642151,2017-06-20 10:00:10,10.0,QR,395,100.22025316455696,10.022025316455696,5,4,3,3,5,20,4.05,집중,1
498,498.연남동주민센터 앞,25464,2025-06-01,2026-06-30,0.15237197612315426,0.2974787935909519,0.2514530317310713,0.1424363807728558,마포구,마포구 연남동 250-11,37.56465149,126.92212677,2020-04-08 00:00:00,10.0,QR,395,64.46582278481013,6.446582278481013,5,3,4,3,5,20,4.05,집중,1
2264,2264. 이수역 1번출구,27504,2025-06-01,2026-06-30,0.1787739965095986,0.3170447934845841,0.2572716695753345,0.18480948225712623,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.98271942,2017-06-22 13:52:40,9.0,LCD,395,69.63037974683544,7.736708860759494,5,3,4,3,5,20,4.05,집중,1
2824,2824.미래사랑어린이공원 앞,41804,2025-06-01,2026-06-30,0.13470002870538705,0.3891254425413836,0.2472729882307913,0.19431154913405416,구로구,구로구 신도림동 314-2,37.51006317,126.88956451,2020-03-04 00:00:00,10.0,QR,395,105.83291139240507,10.583291139240506,5,2,5,3,5,20,4.05,집중,1
1078,1078.둔촌사거리,49945,2025-06-01,2026-06-30,0.16686354990489538,0.2732005205726299,0.3095004504955451,0.18262088297126838,강동구,성내동 449-22 ,37.52197647,127.13362122,2020-01-14 00:00:00,25.0,QR,395,126.44303797468355,5.057721518987342,5,3,3,5,5,21,4.0,집중,1
2219,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",41028,2025-06-01,2026-06-30,0.07095154528614604,0.3951204055766793,0.32594813298235353,0.19589061128985083,서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444,2017-06-01 10:20:39,20.0,LCD,395,103.86835443037975,5.193417721518988,5,1,5,5,5,21,4.0,집중,1
4565,4565. 영등포 신세계백화점,66307,2025-06-01,2026-06-30,0.05682657939584056,0.43514259429622815,0.3354698598941288,0.13437495287073764,영등포구,영등포구 영등포4가 442-6,37.51803589,126.90364838,2021-05-18 00:00:00,10.0,QR,395,167.86582278481012,16.786582278481013,5,1,5,5,5,21,4.0,집중,1
5784,5784.한강버스 잠실 선착장,51916,2025-08-01,2026-06-30,0.05237306418059943,0.3671122582633485,0.4630557053702134,0.19884043454811617,송파구,송파구 한가람로 65 한강공원잠실안내센터,37.5177536,127.08446503,2025-08-01 00:00:00,30.0,QR,334,155.437125748503,5.181237524950101,5,1,5,5,5,21,4.0,집중,1
2620,2620. 송파나루역 4번 출구옆,61183,2025-06-01,2026-06-30,0.15772355065949692,0.2909631760456336,0.28422927937498976,0.23034176160044456,송파구,송파구 송파동 3-15,37.50997925,127.11231232,2018-11-14 00:00:00,12.0,LCD,395,154.89367088607594,12.907805907172994,5,3,3,5,5,21,4.0,집중,1
1643,1643. 태릉입구역 8번출구,24810,2025-06-01,2026-06-30,0.08210399032648126,0.3399838774687626,0.2827891979040709,0.2536880290205562,노원구,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.61736679,127.07521057,2017-11-01 16:00:00,10.0,LCD,395,62.81012658227848,6.281012658227848,5,1,5,5,5,21,4.0,집중,3
2176,2176. 보라매공원 보도육교,35163,2025-06-01,2026-06-30,0.2007792281659699,0.2625487017603731,0.29181241646048406,0.20410658931262976,관악구,서울특별시 관악구 신사로 132,37.48899078,126.91638184,2017-12-22 14:39:22,15.0,LCD,395,89.02025316455696,5.934683544303797,5,4,2,5,5,21,4.0,집중,1
5515,5515.한강버스 망원 선착장,97178,2025-08-01,2026-06-30,0.04241700796476569,0.3652678589804277,0.44060384037539363,0.22413509230484266,마포구,마포구 마포나루길 429,37.55466461,126.89590454,2025-08-01 00:00:00,30.0,QR,334,290.9520958083832,9.698403193612773,5,1,5,5,5,21,4.0,집중,1
1251,1251. 석촌역 2번출구,34142,2025-06-01,2026-06-30,0.12043816999589949,0.32584500029289437,0.29022904340694744,0.2142522406420245,송파구,서울특별시 송파구 송파동 68 ,37.50593185,127.10774994,2017-11-01 16:00:00,10.0,LCD,395,86.43544303797468,8.643544303797468,5,2,4,5,5,21,4.0,집중,1
1269,1269. 리센츠아파트 ,22859,2025-06-01,2026-06-30,0.16238680607200665,0.2790585764906601,0.2891640054245593,0.19235312130889365,송파구,서울특별시 송파구 올림픽로 135,37.51194382,127.09121704,2017-11-01 16:00:00,10.0,LCD,395,57.870886075949365,5.787088607594937,5,3,3,5,5,21,4.0,집중,3
1235,1235. 잠실트리지움310동 옆,27863,2025-06-01,2026-06-30,0.11671392168826042,0.30370024764023973,0.29619926066826974,0.22976707461508092,송파구,서울특별시 송파구 잠실로 62,37.50887299,127.08716583,2017-04-24 13:38:59,14.0,QR,395,70.53924050632911,5.038517179023508,5,2,4,5,5,21,4.0,집중,3
1297,1297. 석촌호수교차로(동호 팔각정 앞),37867,2025-06-01,2026-06-30,0.13653048828795522,0.3215464652599889,0.30580716719042966,0.2308342356141231,송파구,송파구 잠실동 48,37.50920105,127.10411835,2018-09-07 00:00:00,15.0,LCD,395,95.86582278481012,6.391054852320675,5,2,4,5,5,21,4.0,집중,1
1232,1232. 잠실주공 521동 건너편,35111,2025-06-01,2026-06-30,0.07111731366238501,0.39508985787929707,0.3097319928227621,0.09492751559340377,송파구,서울특별시 송파구 석촌호수로12길 3-19,37.51184082,127.09568787,2017-06-22 10:20:39,10.0,LCD,395,88.88860759493672,8.88886075949367,5,1,5,5,5,21,4.0,집중,1
1222,1222. 잠실새내역 5번 출구 뒤,55811,2025-06-01,2026-06-30,0.10951246170109835,0.3239146404830589,0.2830624787228324,0.2165881277884288,송파구,서울특별시 송파구 백제고분로 95,37.51198196,127.08505249,2017-04-24 13:32:53,23.0,LCD,395,141.29367088607594,6.143203082003302,5,2,4,5,5,21,4.0,집중,1
1637,1637. KT 전화국 버스정류장 옆,42925,2025-06-01,2026-06-30,0.0720326150262085,0.3514502038439138,0.28575422248107163,0.20284216656959814,노원구,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.65470123,127.06340027,2017-05-08 14:15:15,9.0,LCD,395,108.67088607594937,12.074542897327708,5,1,5,5,5,21,4.0,집중,1
